,code,name,time_key,open,close,high,low,pe_ratio,turnover_rate,volume,turnover,change_rate,last_close
0,SH.561980,半导体设备ETF,2023-09-01 00:00:00,1.059,1.048,1.077,1.038,0.0,0.0,275189300,291262211.0,-1.038715769593947,1.059
1,SH.561980,半导体设备ETF,2023-09-04 00:00:00,1.057,1.057,1.058,1.037,0.0,0.0,41185200,43040121.0,0.8587786259541886,1.048
2,SH.561980,半导体设备ETF,2023-09-05 00:00:00,1.057,1.058,1.075,1.052,0.0,0.0,13082200,13918763.0,0.09460737937560189,1.057
3,SH.561980,半导体设备ETF,2023-09-06 00:00:00,1.057,1.085,1.088,1.047,0.0,0.0,17990500,19291666.0,2.551984877126646,1.058
4,SH.561980,半导体设备ETF,2023-09-07 00:00:00,1.082,1.044,1.082,1.043,0.0,0.0,6683300,7126730.0,-3.7788018433179658,1.085
5,SH.561980,半导体设备ETF,2023-09-08 00:00:00,1.043,1.048,1.06,1.039,0.0,0.0,6247800,6558850.0,0.3831417624521076,1.044
6,SH.561980,半导体设备ETF,2023-09-11 00:00:00,1.047,1.052,1.059,1.039,0.0,0.0,5157500,5418590.0,0.38167938931297746,1.048
7,SH.561980,半导体设备ETF,2023-09-12 00:00:00,1.058,1.04,1.059,1.039,0.0,0.0,2460200,2564458.0,-1.1406844106463887,1.052
8,SH.561980,半导体设备ETF,2023-09-13 00:00:00,1.034,1.032,1.049,1.022,0.0,0.0,8563700,8843738.0,-0.7692307692307698,1.04
9,SH.561980,半导体设备ETF,2023-09-14 00:00:00,1.031,1.016,1.031,1.01,0.0,0.0,6122200,6226448.0,-1.5503875968992262,1.032
10,SH.561980,半导体设备ETF,2023-09-15 00:00:00,1.016,1.022,1.034,1.003,0.0,0.0,6519400,6667722.0,0.5905511811023627,1.016
11,SH.561980,半导体设备ETF,2023-09-18 00:00:00,1.028,1.005,1.028,1.002,0.0,0.0,3742200,3772113.0,-1.6634050880626348,1.022
12,SH.561980,半导体设备ETF,2023-09-19 00:00:00,1.007,0.998,1.008,0.984,0.0,0.0,3769100,3750485.0,-0.696517412935313,1.005
13,SH.561980,半导体设备ETF,2023-09-20 00:00:00,0.998,0.993,1.01,0.984,0.0,0.0,2294000,2272013.0,-0.5010020040080164,0.998
14,SH.561980,半导体设备ETF,2023-09-21 00:00:00,0.993,0.981,0.993,0.976,0.0,0.0,2493100,2445323.0,-1.2084592145015116,0.993
15,SH.561980,半导体设备ETF,2023-09-22 00:00:00,0.98,0.999,1.0,0.972,0.0,0.0,4282300,4243517.0,1.8348623853211024,0.981
16,SH.561980,半导体设备ETF,2023-09-25 00:00:00,0.994,0.993,1.0,0.988,0.0,0.0,1714900,1703672.0,-0.6006006006006012,0.999
17,SH.561980,半导体设备ETF,2023-09-26 00:00:00,0.989,0.984,0.993,0.983,0.0,0.0,554400,547027.0,-0.9063444108761337,0.993
18,SH.561980,半导体设备ETF,2023-09-27 00:00:00,0.984,0.983,0.998,0.98,0.0,0.0,2216800,2185032.0,-0.1016260162601627,0.984
19,SH.561980,半导体设备ETF,2023-09-28 00:00:00,0.983,1.006,1.015,0.979,0.0,0.0,9047700,9018121.0,2.3397761953204497,0.983
20,SH.561980,半导体设备ETF,2023-10-09 00:00:00,1.015,1.016,1.019,1.0,0.0,0.0,6626900,6707171.0,0.9940357852882713,1.006
21,SH.561980,半导体设备ETF,2023-10-10 00:00:00,1.018,1.019,1.031,1.001,0.0,0.0,4663600,4770724.0,0.2952755905511704,1.016
22,SH.561980,半导体设备ETF,2023-10-11 00:00:00,1.016,1.024,1.029,1.011,0.0,0.0,6093500,6212500.0,0.4906771344455462,1.019
23,SH.561980,半导体设备ETF,2023-10-12 00:00:00,1.024,1.048,1.052,1.023,0.0,0.0,12791500,13279513.0,2.343750000000002,1.024
24,SH.561980,半导体设备ETF,2023-10-13 00:00:00,1.048,1.04,1.048,1.03,0.0,0.0,8898400,9224827.0,-0.7633587786259549,1.048
25,SH.561980,半导体设备ETF,2023-10-16 00:00:00,1.039,1.012,1.039,1.008,0.0,0.0,10092800,10278705.0,-2.6923076923076947,1.04
26,SH.561980,半导体设备ETF,2023-10-17 00:00:00,1.006,1.033,1.038,1.006,0.0,0.0,11658900,11872307.0,2.0750988142292397,1.012
27,SH.561980,半导体设备ETF,2023-10-18 00:00:00,1.03,1.017,1.044,1.017,0.0,0.0,10406600,10731272.0,-1.5488867376573103,1.033
28,SH.561980,半导体设备ETF,2023-10-19 00:00:00,1.01,1.021,1.039,1.008,0.0,0.0,11458200,11807301.0,0.3933136676499512,1.017
29,SH.561980,半导体设备ETF,2023-10-20 00:00:00,1.018,1.003,1.021,1.001,0.0,0.0,9913600,10037763.0,-1.7629774730656238,1.021
30,SH.561980,半导体设备ETF,2023-10-23 00:00:00,1.003,0.983,1.003,0.979,0.0,0.0,9593400,9459799.0,-1.9940179461615064,1.003
31,SH.561980,半导体设备ETF,2023-10-24 00:00:00,0.989,1.02,1.031,0.984,0.0,0.0,19882800,20175255.0,3.7639877924720273,0.983
32,SH.561980,半导体设备ETF,2023-10-25 00:00:00,1.02,1.023,1.035,1.006,0.0,0.0,11664300,11815597.0,0.2941176470588129,1.02
33,SH.561980,半导体设备ETF,2023-10-26 00:00:00,1.022,1.014,1.022,0.998,0.0,0.0,10777300,10837340.0,-0.8797653958944182,1.023
34,SH.561980,半导体设备ETF,2023-10-27 00:00:00,1.008,1.038,1.045,0.999,0.0,0.0,14270000,14580244.0,2.3668639053254457,1.014
35,SH.561980,半导体设备ETF,2023-10-30 00:00:00,1.028,1.069,1.076,1.026,0.0,0.0,14268500,15115528.0,2.98651252408477,1.038
36,SH.561980,半导体设备ETF,2023-10-31 00:00:00,1.069,1.063,1.086,1.054,0.0,0.0,13516400,14333984.0,-0.5612722170252578,1.069
37,SH.561980,半导体设备ETF,2023-11-01 00:00:00,1.065,1.054,1.069,1.052,0.0,0.0,9562600,10102916.0,-0.8466603951081748,1.063
38,SH.561980,半导体设备ETF,2023-11-02 00:00:00,1.045,1.036,1.068,1.034,0.0,0.0,12720700,13279942.0,-1.7077798861480091,1.054
39,SH.561980,半导体设备ETF,2023-11-03 00:00:00,1.042,1.06,1.063,1.039,0.0,0.0,7156900,7515483.0,2.3166023166023186,1.036
40,SH.561980,半导体设备ETF,2023-11-06 00:00:00,1.065,1.074,1.078,1.059,0.0,0.0,8987200,9599785.0,1.3207547169811331,1.06
41,SH.561980,半导体设备ETF,2023-11-07 00:00:00,1.07,1.075,1.081,1.065,0.0,0.0,9070600,9724621.0,0.09310986964617224,1.074
42,SH.561980,半导体设备ETF,2023-11-08 00:00:00,1.065,1.094,1.105,1.065,0.0,0.0,11636600,12649894.0,1.767441860465128,1.075
43,SH.561980,半导体设备ETF,2023-11-09 00:00:00,1.109,1.084,1.109,1.075,0.0,0.0,12037100,13021338.0,-0.9140767824497265,1.094
44,SH.561980,半导体设备ETF,2023-11-10 00:00:00,1.083,1.076,1.088,1.071,0.0,0.0,9776000,10534288.0,-0.7380073800738013,1.084
45,SH.561980,半导体设备ETF,2023-11-13 00:00:00,1.081,1.079,1.085,1.072,0.0,0.0,8043100,8665472.0,0.278810408921923,1.076
46,SH.561980,半导体设备ETF,2023-11-14 00:00:00,1.077,1.083,1.088,1.07,0.0,0.0,10817100,11688960.0,0.3707136237256723,1.079
47,SH.561980,半导体设备ETF,2023-11-15 00:00:00,1.085,1.073,1.091,1.068,0.0,0.0,8688600,9345822.0,-0.9233610341643592,1.083
48,SH.561980,半导体设备ETF,2023-11-16 00:00:00,1.07,1.05,1.07,1.05,0.0,0.0,9873700,10411836.0,-2.143522833177997,1.073
49,SH.561980,半导体设备ETF,2023-11-17 00:00:00,1.055,1.059,1.064,1.05,0.0,0.0,7325600,7732793.0,0.8571428571428473,1.05
50,SH.561980,半导体设备ETF,2023-11-20 00:00:00,1.052,1.055,1.063,1.048,0.0,0.0,8274700,8742615.0,-0.37771482530689365,1.059
51,SH.561980,半导体设备ETF,2023-11-21 00:00:00,1.058,1.037,1.059,1.034,0.0,0.0,9111300,9510195.0,-1.70616113744076,1.055
52,SH.561980,半导体设备ETF,2023-11-22 00:00:00,1.036,1.015,1.038,1.014,0.0,0.0,8982300,9226842.0,-2.1215043394406963,1.037
53,SH.561980,半导体设备ETF,2023-11-23 00:00:00,1.02,1.031,1.032,1.015,0.0,0.0,8648400,8879621.0,1.5763546798029573,1.015
54,SH.561980,半导体设备ETF,2023-11-24 00:00:00,1.023,1.019,1.027,1.014,0.0,0.0,8819900,8988546.0,-1.1639185257032019,1.031
55,SH.561980,半导体设备ETF,2023-11-27 00:00:00,1.016,1.034,1.035,1.012,0.0,0.0,11968900,12282847.0,1.4720314033366169,1.019
56,SH.561980,半导体设备ETF,2023-11-28 00:00:00,1.034,1.03,1.037,1.025,0.0,0.0,9126900,9412429.0,-0.386847195357834,1.034
57,SH.561980,半导体设备ETF,2023-11-29 00:00:00,1.027,1.035,1.05,1.027,0.0,0.0,7009800,7306059.0,0.4854368932038731,1.03
58,SH.561980,半导体设备ETF,2023-11-30 00:00:00,1.034,1.035,1.035,1.021,0.0,0.0,8283500,8511476.0,0.0,1.035
59,SH.561980,半导体设备ETF,2023-12-01 00:00:00,1.034,1.035,1.035,1.018,0.0,0.0,10038900,10294347.0,0.0,1.035
60,SH.561980,半导体设备ETF,2023-12-04 00:00:00,1.029,1.02,1.035,1.019,0.0,0.0,8202200,8391776.0,-1.4492753623188313,1.035
61,SH.561980,半导体设备ETF,2023-12-05 00:00:00,1.021,0.999,1.021,0.998,0.0,0.0,8472000,8505174.0,-2.0588235294117663,1.02
62,SH.561980,半导体设备ETF,2023-12-06 00:00:00,0.988,0.999,1.005,0.988,0.0,0.0,8625200,8623299.0,0.0,0.999
