,instrument,mae_min,mae_max,mae_mean,mae_var,mae_count,corr_min,corr_max,corr_mean,corr_var,corr_count,profit_min,profit_max,profit_mean,profit_var,profit_count
273,SH688180,0.6662696,0.68140954,0.6711009,1.4746088e-05,15,-0.23075405370217952,-0.09712608863816145,-0.19721157341884216,0.0011059736632069099,15,0.319999999872,0.4999999998611111,0.4203476972330568,0.0024360095795764028,15
274,SH688321,0.6575438,0.6841949,0.6713744,6.996021e-05,12,-0.11878635062238371,-0.03884794003556754,-0.06766704354060091,0.00041714785418789667,12,0.3999999999111111,0.5428571427020408,0.47291081776637584,0.0018608705500925992,12
275,SH688129,0.6563798,0.68230987,0.6717804,7.9287056e-05,12,-0.09530625082558612,0.00869841187492617,-0.04666718044059912,0.0008960588690781069,12,0.48717948705456937,0.6279069765981612,0.5634200757328248,0.0020775088133100778,12
276,SH688571,0.66798794,0.6806105,0.6725891,1.3722974e-05,17,-0.08521199634747155,-0.015486873273245872,-0.049628908724291716,0.00034946698841362,17,0.4102564101512163,0.5576923075850592,0.49188591529501124,0.0018765079961581832,17
277,SZ300577,0.6673174,0.6846954,0.67263985,2.5010113e-05,10,0.11101234786492256,0.14572772621910446,0.12931416927407685,0.00014759961657444465,10,0.41666666649305556,0.4999999998333333,0.45827202511036996,0.00098839758015764,10
278,SH688566,0.66885376,0.67667073,0.6727384,7.795593e-06,13,-0.0805679008108253,0.04826219126692644,-0.037600397326627594,0.0015377266943785342,13,0.2765957446220009,0.4999999998529412,0.35102360303882646,0.003954402474732932,13
279,SZ300679,0.6708721,0.67906445,0.67390203,3.852736e-06,15,-0.13209316336738783,0.02130832341065531,-0.06806479612519116,0.0018766469826405167,15,0.34482758608799047,0.5185185184224965,0.4410158314115523,0.0028867023264688013,15
280,SZ300801,0.66793466,0.68197674,0.6743615,1.9288207e-05,14,0.09278471889336297,0.15853840122164142,0.12486922717717928,0.0003121192928628887,14,0.4999999998529412,0.7999999994666667,0.5981606306266433,0.005764046654117238,14
281,SH688275,0.662307,0.6848667,0.67444843,4.0255058e-05,13,-0.01864004893676572,0.08440627975972559,0.020999677967877165,0.0011021101517623428,13,0.24999999991071428,0.39999999973333333,0.3188638859317407,0.0026145096598053103,13
282,SZ300144,0.6671854,0.6919633,0.6745653,4.6006684e-05,17,-0.20549102649794618,-0.0889360091064187,-0.15463056412897525,0.0007953820162324332,17,0.3513513512563915,0.49999999990384614,0.42374690977011836,0.0017536100994987526,17
283,SH688669,0.6678464,0.68632185,0.67481464,2.064111e-05,15,-0.09163143477826233,-0.01522254719112226,-0.047743201605968545,0.0005867605736273634,15,0.39999999984,0.615384615147929,0.5229504137709481,0.0038896514326038287,15
284,SZ300627,0.67165,0.6812613,0.6751698,1.0329945e-05,14,-0.07966459314624773,0.05376780924358271,-0.024020417130555978,0.002019295718525241,14,0.4666666665111111,0.59999999976,0.5315871294449316,0.001535921139568373,14
285,SZ300360,0.665469,0.68749845,0.675308,4.5257504e-05,14,-0.08197408954737828,0.004993363326082582,-0.038795148667939795,0.0007587517999419507,14,0.17857142850765306,0.43478260850661626,0.301793187961973,0.004467797796677923,14
286,SZ300174,0.665488,0.6901798,0.67557025,4.0192597e-05,16,-0.20941162535883587,-0.10965380007360158,-0.15676162300568341,0.000757209979308726,16,0.5428571427020408,0.6666666664814814,0.613250101716242,0.0013475325219231722,16
287,SZ300224,0.67002136,0.6874805,0.67570245,2.6384307e-05,18,0.08934670550645653,0.1792481600432906,0.13968187777789015,0.0008761692200740329,18,0.36585365844735274,0.5161290320915712,0.42861397748353686,0.0014850207066959614,18
288,SH688212,0.6697223,0.683852,0.6761568,1.599302e-05,15,-0.040861482605580625,0.0521082395326768,-0.002353651806827704,0.0008999893078582236,15,0.4242424241138659,0.6176470586418685,0.5054362749207367,0.0028405035893550312,15
289,SH688526,0.66768914,0.6869867,0.6764474,2.2825014e-05,16,-0.06946279843944753,0.004743375730894971,-0.02847577784660758,0.0004316332506364312,16,0.4285714284183673,0.6326530610953769,0.5410482892284801,0.004230199766269565,16
290,SH688156,0.66889864,0.6881014,0.6772497,2.866478e-05,16,-0.08653537840828215,0.024682550436205947,-0.038375493437552984,0.0009981132136038103,16,0.34615384602071003,0.5172413791319858,0.42449209809024496,0.002863499412943229,16
291,SZ300669,0.6667355,0.6889402,0.67740697,4.8088288e-05,15,-0.07247770207534991,0.014884946315411837,-0.01786502317786495,0.0007330237136879082,15,0.4285714284489796,0.6060606058769513,0.5307775746208128,0.0022996409351768157,15
292,SZ300306,0.67330825,0.6811614,0.6778616,5.8517867e-06,14,-0.10363564345093515,0.04281598402206597,-0.024709765439164217,0.001720128362600118,14,0.347826086805293,0.6296296293964334,0.49731667327309653,0.0047400183902905745,14
293,SZ300433,0.67755663,0.6810142,0.67938524,1.534253e-06,11,-0.07205115167463877,0.006218773522053757,-0.031143039871944424,0.0006306601490001844,11,0.37499999984375,0.5666666664777777,0.46363186214678864,0.004980113092697902,11
294,SZ300509,0.6724412,0.6920624,0.6794074,2.7542552e-05,14,-0.07016568083723661,0.01943272027056626,-0.02327198457191945,0.00047241057761438177,14,0.4999999998076923,0.657142856955102,0.5558649007869289,0.002091202975192252,14
295,SZ300445,0.67716557,0.6824368,0.6795869,3.5700925e-06,11,-0.07302861213950448,0.023973386639930816,-0.02258802819222428,0.0007511561695528489,11,0.4411764704584775,0.639999999744,0.5190629202271595,0.004352140192260324,11
296,SZ300597,0.6735877,0.6904957,0.68022925,2.0587422e-05,13,-0.10586147491355627,0.0009196948650921823,-0.03635734421143587,0.000671110917358389,13,0.39285714271683675,0.6470588231487889,0.48248001054699824,0.005775193838560584,13
297,SH688456,0.66920763,0.6927799,0.68066627,4.6350367e-05,14,-0.02577070659356658,0.062121702112830704,0.011299757659278802,0.0007035050919880914,14,0.374999999765625,0.611111110771605,0.48129244949704436,0.00597137589752624,14
298,SH688277,0.67744505,0.6917713,0.68078184,1.0598884e-05,18,-0.03234720586307271,0.024503462000099268,-0.0030780241794157188,0.00029299169492454357,18,0.371428571322449,0.5714285712244898,0.44281864876182947,0.0027435025768823796,18
299,SH688379,0.66591555,0.7030661,0.68119794,0.00012729091,18,-0.08692350999271307,0.061079396218517615,-0.0031994857390418483,0.0016434898607962751,18,0.49999999984375,0.6153846152268244,0.5588221292363654,0.0011302598128225575,18
300,SH688613,0.6724074,0.69660866,0.6823567,4.954302e-05,16,-0.04486174550593765,0.032111198870648894,-0.0037926805900472633,0.0004186905649282171,16,0.44736842093490303,0.62499999984375,0.5297079393868771,0.003411399475695863,16
301,SH688513,0.67536044,0.6911972,0.6829605,2.548347e-05,9,-0.2049389357082031,-0.12378762845901513,-0.15821446191582178,0.0012218288744568968,9,0.30303030293847566,0.43396226406906374,0.3747995805652066,0.00185375224230448,9
302,SH688496,0.6789754,0.6926786,0.6831704,1.1492072e-05,13,0.009699093695328388,0.09457530536510769,0.0482672866890003,0.0006104229167617917,13,0.5384615380473372,0.7368421048753462,0.6298087673660432,0.004335174517835038,13
303,SZ300140,0.67678887,0.687491,0.6831721,1.478171e-05,8,-0.2524988255621649,-0.09907529714479572,-0.17970199581322888,0.0031181977270197587,8,0.3653846153143491,0.5121951218262939,0.4453911449616809,0.0018796810084616155,8
304,SZ300012,0.6793073,0.687425,0.6832235,6.284472e-06,12,-0.29317452349411627,-0.11588585451883655,-0.22983340532731125,0.002502578119950302,12,0.4130434781710775,0.5416666665538195,0.47404233529074497,0.0011879490286054563,12
305,SH688561,0.6768158,0.6923438,0.6834647,2.0746886e-05,12,-0.29136336719309236,-0.15432763654295611,-0.2268097384986696,0.0013814906948470553,12,0.2857142855782313,0.5555555552469136,0.4059391882897531,0.006320215184341524,12
306,SZ300653,0.6784622,0.69426197,0.68399763,1.6739343e-05,13,0.00509407639016283,0.06278021715768292,0.03095544859793938,0.0003606685323809058,13,0.4285714284489796,0.5952380950963718,0.5220665594292402,0.00289859995928829,13
307,SH688401,0.68064475,0.6888735,0.6844184,5.1671504e-06,12,-0.018679348220307018,0.0588477854617297,0.015746662236714972,0.0006457594850576799,12,0.45454545433884297,0.6666666664646465,0.5613699658979621,0.006565254135940068,12
308,SZ300610,0.6783186,0.69551706,0.68538576,2.778606e-05,11,0.07152116918851754,0.11875507134504289,0.09068846762516244,0.00018051292616708573,11,0.5555555553497942,0.6363636360743802,0.5971717015521851,0.0008731932710038615,11
309,SH688719,0.681788,0.6920462,0.68560123,1.0236653e-05,15,-0.009022399685664336,0.0950574075245586,0.04700471607622234,0.0009471297480966252,15,0.32258064505723205,0.5416666664409722,0.41306517639484347,0.0032870854054260837,15
310,SZ300797,0.6766983,0.6996419,0.6864026,3.8556795e-05,13,-0.047592079283788065,-0.0012064127894706894,-0.020021454226115343,0.00026553236429620043,13,0.37037037023319613,0.5384615383234714,0.44721907532024796,0.003133795489186775,13
311,SH688267,0.68043554,0.6931861,0.6871464,9.815744e-06,16,-0.187141037067276,-0.0607293622659806,-0.12353938576943244,0.0013388870491073544,16,0.359999999856,0.611111110771605,0.461014250002934,0.005002575278299409,16
312,SZ300129,0.6830357,0.6926776,0.6872516,8.42867e-06,17,-0.09136011606295706,0.00408806097380981,-0.0469988196001433,0.0007383047074366693,17,0.3999999999,0.6176470586418685,0.4987145338007623,0.00373661917135692,17
313,SZ301177,0.6799246,0.6988314,0.68762815,3.9844454e-05,11,-0.04618543363467058,0.12203049553663234,0.04271192694443745,0.002444035407584714,11,0.4137931033769322,0.5094339621680313,0.4537989554267636,0.00102958250019759,11
314,SZ301391,0.68425673,0.6926205,0.68776184,6.553463e-06,15,-0.12698938547533803,-0.007021716771024226,-0.06786106077356427,0.0010748185830304652,15,0.26086956510396975,0.4444444441975308,0.33706714131166254,0.002348312618832712,15
315,SH688333,0.6853531,0.691628,0.6878667,2.7581075e-06,18,-0.055069020482456085,0.009924579620357707,-0.023499657548981964,0.0003169088167170215,18,0.3999999998857143,0.5714285711564626,0.4700792596266388,0.0025698196960315745,18
316,SH688126,0.67899394,0.6975659,0.6879757,2.8980863e-05,19,5.8469162528344704e-05,0.10541510184007341,0.05077353912022739,0.0007515986620303717,19,0.42499999989375,0.5945945944338933,0.534599465713347,0.0019289181158283443,19
317,SZ300774,0.67945296,0.6975796,0.68821526,2.4789562e-05,14,-0.11362979420709837,0.06356892169304351,-0.023131543152172244,0.0025298427502481297,14,0.4687499998535156,0.6538461535946746,0.5495864894562573,0.0024533725132826704,14
318,SZ300873,0.6827245,0.6939201,0.6882159,1.17320205e-05,13,-0.1519343565446569,0.01667780562001933,-0.08229505538207658,0.0021212569760959616,13,0.36585365844735274,0.49999999984375,0.4171569100154492,0.0016608959624830548,13
319,SZ300154,0.68020177,0.7014806,0.689192,4.5371366e-05,11,-0.0644301560204668,-0.015641301171274703,-0.047738753107594054,0.0002123563490419054,11,0.48936170202354007,0.6415094338412246,0.5492744599106015,0.002480489433031184,11
320,SH688315,0.6849638,0.7003745,0.68968076,1.6600185e-05,14,-0.06210014000093237,0.04521228943264754,-0.012273684006617632,0.0012754255519032375,14,0.29411764688581316,0.4999999996875,0.40471829263691184,0.004606849203138601,14
321,SZ300059,0.68118227,0.69858557,0.689716,3.3898934e-05,13,0.06234003822090741,0.15417666694661336,0.10601435609226047,0.0009129517758709194,13,0.2647058822750865,0.48717948705456937,0.3521700907015124,0.004155469953582953,13
322,SZ301336,0.6852884,0.6952847,0.6905597,9.077963e-06,14,-0.027555449259173272,0.05962249244842541,0.004331889664619945,0.0005314727190064135,14,0.36111111101080245,0.4687499998535156,0.4336174515837515,0.0008180642010986546,14
323,SZ300088,0.68610203,0.695869,0.6910138,7.840082e-06,18,-0.08968674973706543,-0.02058245714288608,-0.0577067087215386,0.00038564029823128643,18,0.21052631567867036,0.4999999998529412,0.412988757104821,0.005011999486949964,18
324,SZ300692,0.6860781,0.7038112,0.69154453,2.2625652e-05,14,-0.022281078433802688,0.10607379009610693,0.04041961645244341,0.0014490088497621661,14,0.4230769229142012,0.679999999728,0.5983684412410228,0.0044868218347528304,14
325,SH688013,0.68668103,0.6972759,0.69167316,1.21757475e-05,12,-0.1398382980135836,-0.060999236555498104,-0.09143584440883834,0.00047895556636251866,12,0.48936170202354007,0.605263157735457,0.555254086652819,0.00142394052452378,12
326,SH688569,0.685637,0.69739616,0.69173396,1.6327433e-05,10,-0.16469902827760796,-0.047740385486061146,-0.10466526855701253,0.0010658214240985286,10,0.37037037023319613,0.5454545452892562,0.47335650794074996,0.002504548947181556,10
327,SH688073,0.68575984,0.6978228,0.6917744,1.0106438e-05,15,-0.14321506904436887,-0.03446850079423158,-0.09345607553723842,0.001103359061216529,15,0.34615384602071003,0.5714285710204081,0.4383248329979078,0.003533395088348159,15
328,SZ300414,0.6878403,0.69780797,0.69253975,8.316024e-06,16,-0.13116150128307041,0.016226507010927385,-0.06942523374221524,0.0010827208447253091,16,0.5428571427020408,0.6785714283290816,0.6119663733922049,0.001883818803315868,16
329,SZ300695,0.6857046,0.69759506,0.6927503,1.1449059e-05,15,-0.08705509055568035,-0.024751442111236803,-0.05946108146212395,0.0003117569370293412,15,0.3414634145508626,0.48717948705456937,0.42335587119863477,0.0024422844258906334,15
330,SH688108,0.6832368,0.70038337,0.6928519,2.0744617e-05,14,-0.10097607056533212,0.0034687055702042535,-0.05328501591097222,0.0010614552212297823,14,0.49999999982142856,0.7083333330381945,0.6011361131668297,0.003607193659219398,14
331,SZ300981,0.68604594,0.6996814,0.69361246,1.4648283e-05,13,-0.009785971835846657,0.17470308121425762,0.10142363151781028,0.0032592431271804994,13,0.5405405403944485,0.7333333330888888,0.6404940891268839,0.0035845953814590756,13
332,SH688509,0.68492454,0.7137275,0.69415236,4.8802995e-05,18,-0.28038997560559253,-0.1207130828481439,-0.22352756292359566,0.0017133938493551061,18,0.26315789459833794,0.6086956519092628,0.4402482541320698,0.009213507075964217,18
333,SZ300181,0.6881851,0.70416355,0.6942105,2.35895e-05,13,-0.009995122963297236,0.04755212059197086,0.020019825906664738,0.0002706669980127155,13,0.2820512819789612,0.37499999990625,0.3312654880462735,0.0008610351413971281,13
334,SZ300918,0.6893337,0.7019421,0.69465363,1.1838451e-05,14,0.009493871143958848,0.08981287635278459,0.04791025146940316,0.0006495428044496562,14,0.47499999988124997,0.658536585205235,0.589560065464573,0.0035182124481006162,14
335,SH688657,0.6908118,0.6981274,0.6949345,5.6482536e-06,8,0.023937620621557354,0.08854159260487321,0.055136579903273676,0.000379295210054916,8,0.4827586205231867,0.5428571427020408,0.5059933455812825,0.0003772246096161691,8
336,SZ300373,0.6849855,0.70972556,0.6950592,4.4693494e-05,17,-0.09539686069327112,-0.03104656259345856,-0.06357917714871779,0.0003117351771481545,17,0.35294117640138406,0.49999999982142856,0.4276493312735954,0.0019801867098593333,17
337,SZ300247,0.69149214,0.69869566,0.69578856,6.5174854e-06,14,-0.12223277111570896,-0.0030226048482943253,-0.05651151527975389,0.0012820167018734916,14,0.347826086805293,0.6153846149112425,0.44772672817996473,0.005592009261997924,14
338,SH688558,0.6927207,0.7014913,0.69598883,7.0474607e-06,16,-0.1056969014682044,-0.011365114690642913,-0.05530276586385616,0.0006299367521993164,16,0.3076923075739645,0.5675675674141709,0.49586213513225214,0.0035878495412235705,16
339,SZ301370,0.6914543,0.7011347,0.69629264,8.171268e-06,12,-0.13398200733260904,-0.001396961212355932,-0.07168559286275693,0.0021792311990081474,12,0.22727272716942148,0.3571428570153061,0.27970651412946307,0.002097951607313878,12
340,SZ300569,0.69184464,0.702044,0.69692755,9.554982e-06,11,-0.1095286262419787,0.01339716372780675,-0.05219114834161869,0.001697860633259024,11,0.3076923075739645,0.48717948705456937,0.39186769555942297,0.0030106927506969184,11
341,SZ300062,0.6900432,0.71264076,0.6983552,3.0372925e-05,18,-0.00653026790382283,0.0801312369337566,0.03693649396610939,0.0005049289028798984,18,0.3333333331746032,0.5294117643944637,0.44474470777432795,0.0029316208926427976,18
342,SH688176,0.6865113,0.7077748,0.69851136,3.217208e-05,15,-0.2230796058815136,-0.055733187889927455,-0.1356475072672508,0.002224746054440601,15,0.3999999999,0.6470588233391004,0.5039025302164866,0.0028334371930117002,15
343,SZ300384,0.6946746,0.7035322,0.6989869,6.440042e-06,15,-0.17561829840627055,-0.019322274798706518,-0.09880854668535997,0.001741327537243891,15,0.4042553190629244,0.529411764550173,0.47159733816311783,0.0018929101602825438,15
344,SZ300821,0.69113463,0.7084382,0.6990961,2.2505765e-05,10,0.008826113975657728,0.1300749257387466,0.08088869501127606,0.001690335282293255,10,0.3235294116695502,0.4318181817200413,0.39344897198147544,0.0011791140831411656,10
345,SZ300453,0.6927176,0.7052225,0.6991694,1.1497114e-05,16,-0.19791679428636944,-0.04056630876752882,-0.11607565399139501,0.0016001622549124655,16,0.4736842104432133,0.5937499999072267,0.5269983307792608,0.001113825394675254,16
346,SH688215,0.68270516,0.7118843,0.6991779,5.83738e-05,15,-0.1389390543696049,-0.026883995822195837,-0.07728882634463047,0.0012671300393693105,15,0.5277777776311728,0.696969696758494,0.6126719082540153,0.0020879554174955783,15
347,SH688001,0.69325787,0.7048453,0.6992974,8.5720885e-06,15,-0.17782730309320322,-0.056441644792904144,-0.11645339228627861,0.001112700984602808,15,0.41860465106544076,0.5869565216115312,0.5293155517181921,0.0023128293644009085,15
348,SH688234,0.6951869,0.70589894,0.69975126,9.759508e-06,15,-0.051503262769772795,0.022241370937168475,-0.014911554537153711,0.00040292845473582624,15,0.4545454544077135,0.7419354836316336,0.5919656337269961,0.005491366165574468,15
349,SH688185,0.6853038,0.72278893,0.7000565,0.00010255213,14,-0.2534741287807832,-0.03701396617732433,-0.1387296842538533,0.002519841485042284,14,0.479999999808,0.6190476187528344,0.5401324655677985,0.0019787683265605816,14
350,SZ300217,0.69434434,0.7069586,0.7002701,1.3502949e-05,13,-0.17547753580713812,-0.06793827566426477,-0.12877864752800447,0.0010102969098716318,13,0.4583333331423611,0.6538461535946746,0.5104263960260592,0.002552828751196575,13
351,SH688686,0.69615287,0.71084166,0.70029455,1.1686186e-05,16,0.01829468781785724,0.10070797785686364,0.05559021374681382,0.0005787321647115538,16,0.3749999998828125,0.8181818174380164,0.5123303234546692,0.012048066668489866,16
352,SH688353,0.69281936,0.71024346,0.7003449,2.1819189e-05,14,-0.16518539512588026,-0.062172460112456224,-0.12985654553028866,0.0006993279621463102,14,0.28947368413434904,0.5238095235600907,0.4009472768237904,0.004214322081895227,14
353,SZ300396,0.6965495,0.7077354,0.70078576,1.0123716e-05,15,-0.12378146653938263,0.0047804316373736225,-0.05723363429829091,0.0011836048235590961,15,0.2857142856462585,0.5357142855229592,0.4018980614325604,0.0029070445960805375,15
354,SZ300938,0.6920099,0.70800894,0.7009676,1.4362797e-05,19,-0.13765084354778623,-0.022316615855953403,-0.08931053274312752,0.0009387620135255619,19,0.38461538446745563,0.62499999984375,0.5506119454684044,0.003928609969385374,19
355,SZ300054,0.6967448,0.7103436,0.70173585,1.3766118e-05,14,-0.07042384072138455,0.02714181522685359,-0.018003586598260807,0.001020388944211562,14,0.4390243901368233,0.5531914892440019,0.5022594277690419,0.0012528373024403652,14
356,SZ300749,0.6875907,0.71510434,0.70174676,6.996335e-05,14,-0.17915896014396818,0.007572508421803258,-0.07262182881820863,0.002721662100542935,14,0.5151515149954086,0.696969696758494,0.6162419656314366,0.002257332701142109,14
357,SZ300534,0.6894271,0.718571,0.7018428,6.564572e-05,15,-0.008699187955241904,0.09825655078239619,0.03770073483775695,0.0007883270916361347,15,0.24999999984375,0.46153846118343195,0.35413313242459576,0.0028356107124931323,15
358,SH688550,0.69630384,0.7106074,0.7021637,1.4316438e-05,14,-0.15547175561403867,-0.07045776613424029,-0.1157628306925428,0.0005205404101139513,14,0.3333333331944444,0.5517241377407848,0.45284895777737283,0.004995971957641972,14
359,SZ300016,0.69151294,0.7173393,0.7024,4.023895e-05,17,-0.16912757814144297,-0.03901654175265737,-0.10047775640884543,0.0007279312213584912,17,0.3571428570153061,0.6521739127599243,0.5324122858054846,0.004764565157424074,17
360,SH688500,0.69383067,0.7108703,0.70249724,2.4979909e-05,14,-0.08473819635865976,0.05015322626900442,-0.013896069633030408,0.0012076593250161865,14,0.48717948705456937,0.7083333330381945,0.6037240534655707,0.005421519818917788,14
361,SZ301239,0.69606835,0.7122683,0.7041628,2.6664042e-05,9,-0.10752429900999295,-0.02854273139972467,-0.06960124374609432,0.0004684942885387155,9,0.3829787233227705,0.6666666659259258,0.49431747624761546,0.008805844061857485,9
362,SZ300109,0.69932544,0.70970744,0.70467234,1.0099057e-05,12,-0.07605358434291713,-0.02244262385104159,-0.055380898943437375,0.00037126631598060955,12,0.4285714284489796,0.5454545452066115,0.47825642670559154,0.0013006756297641122,12
363,SZ300383,0.6985046,0.7100923,0.70490503,9.39872e-06,14,-0.2565451943050242,-0.11947099229277824,-0.20212354181425948,0.001083266913396456,14,0.3692307691739645,0.5319148935038479,0.4506182082683054,0.0022283438946840385,14
364,SZ300316,0.697751,0.71676105,0.7053345,2.902969e-05,14,-0.12524530835772815,-0.03112770766456881,-0.08703234730840749,0.0005526038358366614,14,0.249999999875,0.46153846136094673,0.3704065096692468,0.0032921574640096267,14
365,SZ300837,0.7011538,0.7125184,0.7054495,1.2243951e-05,14,-0.15010285816225177,-0.07236917724129276,-0.11248596040787248,0.0004432981004946365,14,0.3999999998,0.6363636360743802,0.48172929199245157,0.004414262095071951,14
366,SZ300507,0.701642,0.7188899,0.7057632,1.9823023e-05,13,-0.1366546230419735,-0.021906248916251835,-0.06997854591440963,0.0006992891710569595,13,0.4999999996875,0.7499999996875,0.5962897758846128,0.007157637447539382,13
367,SZ301287,0.70411426,0.7094119,0.70595896,2.6729563e-06,12,-0.06821006954704892,0.024286536213729348,-0.015588002783579552,0.000814693897528828,12,0.34482758608799047,0.679999999728,0.4930229679670875,0.008631861903524768,12
368,SZ301235,0.70095444,0.71059877,0.7060126,6.4694304e-06,11,-0.07105853430482581,-0.013105138339594475,-0.050110921096434134,0.00033382724418020034,11,0.36585365844735274,0.5416666665538195,0.4669841429175206,0.0036840060305138277,11
369,SZ300789,0.69486356,0.7156526,0.70608145,2.7391487e-05,15,-0.0794739721751933,0.002159660020823597,-0.04031876839413458,0.0006606020257839311,15,0.47222222209104936,0.696969696758494,0.6182504535430248,0.003076611363176034,15
370,SZ301379,0.7016305,0.714589,0.70630115,1.4167329e-05,9,-0.11941160629041947,-0.017178944545077287,-0.06949485787068667,0.0008910009074055681,9,0.38095238077097504,0.6086956519092628,0.49799618635442644,0.0052142647525685835,9
371,SZ300973,0.70040655,0.7167388,0.70677596,1.4549193e-05,16,-0.15542597874154446,0.05064481180150417,-0.057240321587107804,0.0027928478916770306,16,0.29411764697231835,0.7692307686390532,0.45807509856301953,0.019052906386214152,16
372,SZ301319,0.70285535,0.7104019,0.7075956,6.875043e-06,11,-0.006260420855076537,0.039147546104352844,0.017620547407577576,0.00021493843058093145,11,0.3684210524376731,0.49999999979166665,0.44506288759871,0.0016121004714398715,11
373,SZ300233,0.7035213,0.7150082,0.7079607,9.902827e-06,14,-0.15692371581083578,-0.054102077142662255,-0.11046737743572226,0.001132172201442291,14,0.319999999936,0.46666666656296296,0.39856134024216255,0.0018894570328509884,14
374,SH688091,0.70236415,0.7212141,0.7085751,2.8773544e-05,14,-0.043810414239114304,0.09413229470365536,0.019908781218398373,0.0010612915661491183,14,0.3157894735180055,0.639999999744,0.4668705246603497,0.010119810338275649,14
375,SZ300747,0.7066085,0.7121309,0.7087309,3.4123955e-06,10,-0.1804117451996431,-0.04847186449256861,-0.13540857450158755,0.001704119059616536,10,0.38461538454142014,0.7037037034430726,0.503366258558011,0.009196478387338546,10
376,SH688607,0.6891625,0.7290738,0.7090815,0.0001073533,15,-0.110851611290628,0.00012529831023350827,-0.05287443011955207,0.001028002965600458,15,0.47058823515570936,0.6785714283290816,0.5988373855745854,0.002959088209279071,15
377,SZ301330,0.7046951,0.7125099,0.7091842,5.389668e-06,13,-0.06674556910420094,0.03956168055644274,-0.016568254140680846,0.0016762181756032673,13,0.3333333330555555,0.5652173910586011,0.4812104559987939,0.004117362899271994,13
378,SH688061,0.7051071,0.7130951,0.70931137,3.908765e-06,17,0.05349404343706436,0.13912530074731108,0.0877728406509486,0.0005136736727157949,17,0.4827586205231867,0.6333333331222222,0.5502601892907948,0.0025627808380924277,17
379,SZ301395,0.70362335,0.71781385,0.70982516,1.8151388e-05,18,-0.0628798034879477,0.03613523500294012,-0.012293349035744222,0.0007684265845759608,18,0.34482758608799047,0.549999999725,0.4421353306859126,0.0033388233246208383,18
380,SH688303,0.70351106,0.71482736,0.70984656,1.1277087e-05,14,-0.053093742135289404,0.0686527237489907,0.027839174313441826,0.0009567938996064714,14,0.3636363635702479,0.5111111109975308,0.4250740335367311,0.0018485605501019704,14
381,SZ300673,0.7031609,0.718758,0.70994735,2.0282832e-05,17,-0.15168469661944853,-0.07358049741821023,-0.11351140024984935,0.0003847785109564727,17,0.4117647057612457,0.5555555553497942,0.4819006357437152,0.0017401188771147221,17
382,SZ301386,0.7010513,0.7219322,0.7100681,3.8350856e-05,15,0.05309838442463529,0.13484353022219317,0.09596783788426831,0.000830051967339354,15,0.319999999872,0.6666666662962962,0.4388361135676291,0.0055284567662739065,15
383,SZ301310,0.7053979,0.717921,0.71093047,1.5126609e-05,12,-0.16651458834148847,-0.02006019966872047,-0.0947339218497917,0.001398893350954115,12,0.2222222219753086,0.6428571423979591,0.45791354583534,0.013852086997053663,12
384,SH688193,0.6927755,0.730936,0.71124196,7.952267e-05,19,-0.05095881535641133,0.04221903695610444,-0.010651531628661212,0.0006344231309335529,19,0.4117647057612457,0.5937499998144531,0.5250458392055801,0.00212347457221269,19
385,SH688580,0.7065552,0.717157,0.71127224,1.31651395e-05,13,-0.14369348666690454,-0.07530989743311614,-0.10008130756768097,0.00044916261372688883,13,0.3829787233227705,0.5909090906404958,0.4773753602953771,0.004378684568316234,13
386,SZ300715,0.7061254,0.7151939,0.7115914,8.616294e-06,13,0.011771503582963918,0.0653670703481117,0.03280190991639038,0.0002008640740442588,13,0.4333333331888889,0.6249999998046875,0.5074459203982676,0.0040221034505715045,13
387,SH688728,0.7056669,0.7239072,0.7119409,3.0145156e-05,12,-0.15176275869445266,-0.06140693056271957,-0.10994785360026231,0.0012038846545400883,12,0.3999999996,0.6562499997949218,0.5533326951018382,0.00898184973157547,12
388,SZ300661,0.7080337,0.7180202,0.712226,8.606279e-06,15,-0.08313752056311394,-0.017010978076217858,-0.04523445108793424,0.00038536310172390735,15,0.279999999888,0.52499999986875,0.4519239733123724,0.003507451029235221,15
389,SH688308,0.7089482,0.7197021,0.7127792,6.2307095e-06,17,-0.030857198172353488,0.06555382271325969,0.016709980947305896,0.0007519493562360521,17,0.46428571411989794,0.6666666662962962,0.5733495616905014,0.0033275666919209785,17
390,SZ300207,0.70733094,0.7192703,0.71282244,1.1505517e-05,18,-0.17760598223186905,-0.07508211856927066,-0.12132675511651225,0.0008013754712244931,18,0.45454545413223135,0.749999999625,0.6503819287475477,0.0060516336913980905,18
391,SH688789,0.70996296,0.7204203,0.7138035,1.06513235e-05,13,-0.08235888336063936,-0.006883498438220576,-0.054548153864580645,0.000512244662718704,13,0.3518518517866941,0.5918367345730945,0.4781784593512557,0.0036573540903899124,13
392,SH688981,0.70816827,0.726959,0.71404475,2.4110524e-05,18,0.03908595490379942,0.13358983202553276,0.08608196403547791,0.0006501229572219303,18,0.24324324317750182,0.4318181817200413,0.3583741580023322,0.0023072813130176357,18
393,SZ300737,0.70842546,0.7214571,0.7142931,1.6917229e-05,13,-0.15443106476543716,-0.06355906046456347,-0.1126591804938432,0.000927235753008525,13,0.5757575755831037,0.7777777774897119,0.6444601350554664,0.003194168957209397,13
